year,Season_type,RANK,PLAYER,"['TEAM', 'GP', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS', 'AST_TOV']"
2022-23,Playoffs,26,Max Strus,"['MIA', '23', '647', '76', '189', '0.402', '43', '135', '0.319', '20', '25', '0.8', '14', '69', '83', '33', '8', '7', '6', '47', '215', '5.5']"
2022-23,Playoffs,27,D'Angelo Russell,"['LAL', '16', '473', '83', '195', '0.426', '27', '87', '0.31', '20', '26', '0.769', '10', '37', '47', '74', '11', '5', '29', '32', '213', '2.55']"
2022-23,Playoffs,27,Joel Embiid,"['PHI', '9', '336', '66', '153', '0.431', '5', '28', '0.179', '76', '84', '0.905', '16', '72', '88', '24', '6', '25', '35', '27', '213', '0.69']"
2022-23,Playoffs,29,Kentavious Caldwell-Pope,"['DEN', '20', '671', '74', '162', '0.457', '35', '92', '0.38', '29', '35', '0.829', '14', '51', '65', '31', '26', '13', '15', '48', '212', '2.07']"
2022-23,Playoffs,29,Kyle Lowry,"['MIA', '23', '599', '74', '174', '0.425', '33', '88', '0.375', '31', '33', '0.939', '12', '69', '81', '101', '24', '14', '40', '59', '212', '2.52']"
2022-23,Playoffs,29,RJ Barrett,"['NYK', '11', '377', '71', '164', '0.433', '20', '61', '0.328', '50', '65', '0.769', '5', '44', '49', '31', '9', '2', '25', '25', '212', '1.24']"
2022-23,Playoffs,32,Duncan Robinson,"['MIA', '23', '419', '75', '158', '0.475', '50', '113', '0.442', '7', '8', '0.875', '1', '33', '34', '39', '8', '3', '20', '36', '207', '1.95']"
2022-23,Playoffs,33,Rui Hachimura,"['LAL', '16', '388', '73', '131', '0.557', '19', '39', '0.487', '30', '34', '0.882', '9', '49', '58', '10', '8', '4', '10', '25', '195', '1.0']"
2022-23,Playoffs,34,De'Aaron Fox,"['SAC', '7', '270', '70', '165', '0.424', '21', '63', '0.333', '31', '41', '0.756', '12', '26', '38', '54', '15', '4', '28', '23', '192', '1.93']"
2022-23,Playoffs,35,Trae Young,"['ATL', '6', '230', '60', '149', '0.403', '18', '54', '0.333', '37', '43', '0.86', '5', '17', '22', '61', '10', '4', '24', '11', '175', '2.54']"
2022-23,Playoffs,36,Tobias Harris,"['PHI', '11', '392', '70', '134', '0.522', '15', '41', '0.366', '13', '15', '0.867', '17', '63', '80', '18', '7', '6', '8', '28', '168', '2.25']"
2022-23,Playoffs,37,Julius Randle,"['NYK', '10', '330', '55', '147', '0.374', '17', '66', '0.258', '39', '55', '0.709', '17', '66', '83', '36', '5', '3', '35', '24', '166', '1.03']"
2022-23,Playoffs,38,Anthony Edwards,"['MIN', '5', '199', '55', '114', '0.482', '15', '43', '0.349', '33', '39', '0.846', '3', '22', '25', '26', '9', '10', '8', '13', '158', '3.25']"
2022-23,Playoffs,39,Robert Williams III,"['BOS', '20', '417', '67', '85', '0.788', '0', '1', '0.0', '19', '28', '0.679', '36', '83', '119', '19', '9', '25', '16', '44', '153', '1.19']"
2022-23,Playoffs,40,Desmond Bane,"['MEM', '6', '231', '49', '116', '0.422', '16', '50', '0.32', '27', '29', '0.931', '7', '29', '36', '19', '3', '0', '17', '19', '141', '1.12']"
2022-23,Playoffs,41,Kevin Love,"['MIA', '20', '359', '45', '119', '0.378', '33', '88', '0.375', '14', '16', '0.875', '14', '97', '111', '24', '9', '7', '10', '35', '137', '2.4']"
2022-23,Playoffs,42,Deandre Ayton,"['PHX', '10', '319', '61', '111', '0.55', '0', '0', '0.0', '12', '23', '0.522', '29', '68', '97', '10', '6', '7', '17', '35', '134', '0.59']"
2022-23,Playoffs,42,Jordan Poole,"['GSW', '13', '284', '46', '135', '0.341', '16', '63', '0.254', '26', '34', '0.765', '4', '24', '28', '46', '10', '3', '15', '32', '134', '3.07']"
2022-23,Playoffs,44,Al Horford,"['BOS', '20', '617', '51', '132', '0.386', '28', '94', '0.298', '3', '4', '0.75', '30', '113', '143', '59', '22', '34', '11', '47', '133', '5.36']"
2022-23,Playoffs,44,Malik Monk,"['SAC', '7', '205', '38', '93', '0.409', '13', '39', '0.333', '44', '49', '0.898', '6', '32', '38', '25', '5', '3', '14', '15', '133', '1.79']"
2022-23,Playoffs,46,Ja Morant,"['MEM', '5', '187', '45', '106', '0.425', '13', '31', '0.419', '20', '26', '0.769', '8', '26', '34', '35', '9', '1', '17', '12', '123', '2.06']"
2022-23,Playoffs,47,Khris Middleton,"['MIL', '5', '173', '40', '86', '0.465', '13', '32', '0.406', '26', '30', '0.867', '7', '25', '32', '31', '3', '0', '17', '15', '119', '1.82']"
2022-23,Playoffs,48,Dennis Schroder,"['LAL', '16', '417', '41', '103', '0.398', '13', '39', '0.333', '23', '28', '0.821', '3', '28', '31', '46', '16', '3', '20', '40', '118', '2.3']"
2022-23,Playoffs,48,Russell Westbrook,"['LAC', '5', '192', '43', '105', '0.41', '10', '28', '0.357', '22', '25', '0.88', '9', '29', '38', '37', '6', '7', '20', '15', '118', '1.85']"
2022-23,Playoffs,50,Donovan Mitchell,"['CLE', '5', '207', '45', '104', '0.433', '13', '45', '0.289', '13', '18', '0.722', '3', '22', '25', '36', '10', '3', '19', '14', '116', '1.9']"
2022-23,Playoffs,51,Dejounte Murray,"['ATL', '5', '190', '46', '103', '0.447', '14', '37', '0.378', '9', '9', '1.0', '9', '27', '36', '34', '10', '1', '10', '7', '115', '3.4']"
2022-23,Playoffs,51,Domantas Sabonis,"['SAC', '7', '243', '49', '99', '0.495', '1', '5', '0.2', '16', '28', '0.571', '31', '46', '77', '33', '10', '6', '26', '28', '115', '1.27']"
2022-23,Playoffs,53,Josh Hart,"['NYK', '11', '353', '45', '94', '0.479', '10', '32', '0.313', '14', '22', '0.636', '18', '63', '81', '24', '9', '3', '21', '38', '114', '1.14']"
2022-23,Playoffs,54,Draymond Green,"['GSW', '12', '367', '42', '91', '0.462', '5', '20', '0.25', '24', '33', '0.727', '19', '64', '83', '82', '18', '12', '27', '48', '113', '3.04']"
2022-23,Playoffs,55,Norman Powell,"['LAC', '5', '167', '36', '76', '0.474', '13', '32', '0.406', '24', '31', '0.774', '4', '11', '15', '11', '4', '2', '8', '16', '109', '1.38']"
2022-23,Playoffs,56,Jaren Jackson Jr.,"['MEM', '6', '220', '35', '83', '0.422', '7', '25', '0.28', '31', '36', '0.861', '20', '27', '47', '9', '6', '12', '18', '24', '108', '0.5']"
2022-23,Playoffs,57,Darius Garland,"['CLE', '5', '189', '35', '80', '0.438', '12', '31', '0.387', '21', '25', '0.84', '0', '9', '9', '25', '8', '1', '18', '17', '103', '1.39']"
2022-23,Playoffs,58,De'Andre Hunter,"['ATL', '6', '224', '39', '85', '0.459', '14', '38', '0.368', '8', '10', '0.8', '7', '27', '34', '7', '4', '2', '9', '20', '100', '0.78']"
2022-23,Playoffs,59,Brook Lopez,"['MIL', '5', '182', '39', '67', '0.582', '7', '17', '0.412', '10', '13', '0.769', '14', '18', '32', '6', '7', '9', '11', '10', '95', '0.55']"
2022-23,Playoffs,60,Mikal Bridges,"['BKN', '4', '157', '33', '77', '0.429', '10', '25', '0.4', '18', '23', '0.783', '2', '19', '21', '16', '2', '2', '8', '5', '94', '2.0']"
2022-23,Playoffs,61,Karl-Anthony Towns,"['MIN', '5', '180', '32', '70', '0.457', '6', '24', '0.25', '21', '28', '0.75', '6', '45', '51', '10', '3', '4', '18', '21', '91', '0.56']"
2022-23,Playoffs,62,Jrue Holiday,"['MIL', '5', '191', '34', '85', '0.4', '12', '42', '0.286', '9', '13', '0.692', '4', '29', '33', '40', '5', '2', '12', '12', '89', '3.33']"
2022-23,Playoffs,63,Chris Paul,"['PHX', '7', '250', '38', '91', '0.418', '9', '28', '0.321', '2', '4', '0.5', '5', '30', '35', '52', '12', '5', '7', '16', '87', '7.43']"
2022-23,Playoffs,63,De'Anthony Melton,"['PHI', '11', '274', '31', '81', '0.383', '19', '49', '0.388', '6', '8', '0.75', '14', '22', '36', '18', '13', '9', '8', '20', '87', '2.25']"
2022-23,Playoffs,65,Kevon Looney,"['GSW', '13', '325', '37', '64', '0.578', '0', '0', '0.0', '10', '18', '0.556', '61', '109', '170', '43', '8', '5', '13', '36', '84', '3.31']"
2022-23,Playoffs,66,Gary Payton II,"['GSW', '12', '191', '36', '54', '0.667', '4', '15', '0.267', '6', '9', '0.667', '22', '22', '44', '9', '8', '6', '11', '19', '82', '0.82']"
2022-23,Playoffs,66,Jeff Green,"['DEN', '20', '343', '28', '62', '0.452', '9', '28', '0.321', '17', '19', '0.895', '6', '25', '31', '14', '5', '7', '9', '43', '82', '1.56']"
2022-23,Playoffs,68,Bogdan Bogdanovic,"['ATL', '6', '157', '30', '54', '0.556', '15', '33', '0.455', '5', '7', '0.714', '2', '16', '18', '15', '6', '5', '3', '16', '80', '5.0']"
2022-23,Playoffs,68,Lonnie Walker IV,"['LAL', '13', '179', '29', '60', '0.483', '13', '34', '0.382', '9', '12', '0.75', '1', '11', '12', '11', '7', '1', '4', '16', '80', '2.75']"
2022-23,Playoffs,70,Obi Toppin,"['NYK', '11', '175', '30', '70', '0.429', '13', '43', '0.302', '4', '5', '0.8', '10', '29', '39', '7', '8', '3', '8', '12', '77', '0.88']"
2022-23,Playoffs,71,Grant Williams,"['BOS', '15', '265', '25', '53', '0.472', '18', '40', '0.45', '8', '10', '0.8', '11', '22', '33', '18', '5', '6', '4', '25', '76', '4.5']"
2022-23,Playoffs,72,Caris LeVert,"['CLE', '5', '170', '27', '63', '0.429', '13', '36', '0.361', '8', '13', '0.615', '4', '19', '23', '13', '2', '1', '5', '10', '75', '2.6']"
2022-23,Playoffs,72,Harrison Barnes,"['SAC', '7', '197', '25', '60', '0.417', '6', '25', '0.24', '19', '26', '0.731', '10', '14', '24', '5', '8', '2', '3', '5', '75', '1.67']"
2022-23,Playoffs,72,Rudy Gobert,"['MIN', '5', '177', '29', '46', '0.63', '0', '0', '0.0', '17', '27', '0.63', '18', '43', '61', '10', '2', '5', '8', '24', '75', '1.25']"
2022-23,Playoffs,75,Cameron Johnson,"['BKN', '4', '152', '28', '55', '0.509', '12', '28', '0.429', '6', '7', '0.857', '3', '20', '23', '11', '3', '1', '5', '10', '74', '2.2']"
2022-23,Playoffs,76,Immanuel Quickley,"['NYK', '8', '175', '23', '66', '0.348', '9', '37', '0.243', '17', '20', '0.85', '2', '11', '13', '8', '4', '0', '9', '11', '72', '0.89']"
2022-23,Playoffs,77,Donte DiVincenzo,"['GSW', '13', '235', '24', '64', '0.375', '15', '44', '0.341', '8', '12', '0.667', '11', '28', '39', '36', '11', '3', '17', '20', '71', '2.12']"
2022-23,Playoffs,77,Mitchell Robinson,"['NYK', '11', '298', '29', '48', '0.604', '0', '0', '0.0', '13', '33', '0.394', '55', '47', '102', '9', '8', '16', '10', '29', '71', '0.9']"
2022-23,Playoffs,77,Torrey Craig,"['PHX', '11', '183', '26', '45', '0.578', '11', '25', '0.44', '8', '9', '0.889', '7', '18', '25', '6', '5', '2', '3', '23', '71', '2.0']"
2022-23,Playoffs,80,Giannis Antetokounmpo,"['MIL', '3', '91', '28', '53', '0.528', '0', '3', '0.0', '14', '31', '0.452', '8', '25', '33', '16', '1', '2', '14', '9', '70', '1.14']"
2022-23,Playoffs,80,Moses Moody,"['GSW', '12', '161', '23', '43', '0.535', '13', '22', '0.591', '11', '12', '0.917', '7', '24', '31', '8', '5', '4', '2', '18', '70', '4.0']"
2022-23,Playoffs,82,Jarred Vanderbilt,"['LAL', '15', '247', '24', '60', '0.4', '7', '29', '0.241', '14', '20', '0.7', '19', '29', '48', '12', '11', '12', '13', '31', '69', '0.92']"
2022-23,Playoffs,82,Kawhi Leonard,"['LAC', '2', '80', '24', '44', '0.545', '6', '10', '0.6', '15', '17', '0.882', '3', '10', '13', '12', '4', '1', '6', '5', '69', '2.0']"
2022-23,Playoffs,84,John Collins,"['ATL', '6', '164', '26', '60', '0.433', '11', '32', '0.344', '5', '6', '0.833', '7', '19', '26', '5', '2', '6', '9', '13', '68', '0.56']"
2022-23,Playoffs,84,Keegan Murray,"['SAC', '7', '194', '26', '58', '0.448', '12', '32', '0.375', '4', '6', '0.667', '15', '29', '44', '5', '4', '2', '4', '18', '68', '1.25']"
2022-23,Playoffs,86,Spencer Dinwiddie,"['BKN', '4', '159', '22', '51', '0.431', '7', '18', '0.389', '15', '22', '0.682', '1', '12', '13', '26', '5', '1', '12', '7', '66', '2.17']"
2022-23,Playoffs,87,Kevin Huerter,"['SAC', '7', '183', '25', '72', '0.347', '8', '39', '0.205', '6', '8', '0.75', '1', '30', '31', '8', '3', '9', '4', '23', '64', '2.0']"
2022-23,Playoffs,88,Dillon Brooks,"['MEM', '6', '167', '24', '77', '0.312', '10', '42', '0.238', '5', '7', '0.714', '3', '15', '18', '11', '1', '0', '7', '20', '63', '1.57']"
2022-23,Playoffs,89,Christian Braun,"['DEN', '19', '247', '24', '45', '0.533', '2', '10', '0.2', '11', '19', '0.579', '12', '27', '39', '11', '11', '4', '10', '29', '61', '1.1']"
2022-23,Playoffs,90,Haywood Highsmith,"['MIA', '18', '161', '24', '39', '0.615', '8', '16', '0.5', '4', '5', '0.8', '10', '14', '24', '5', '10', '2', '2', '20', '60', '2.5']"
2022-23,Playoffs,90,Mike Conley,"['MIN', '5', '183', '20', '42', '0.476', '10', '22', '0.455', '10', '11', '0.909', '2', '11', '13', '32', '3', '0', '7', '11', '60', '4.57']"
2022-23,Playoffs,92,Grayson Allen,"['MIL', '5', '149', '19', '41', '0.463', '14', '29', '0.483', '6', '7', '0.857', '1', '11', '12', '9', '2', '0', '4', '7', '58', '2.25']"
2022-23,Playoffs,93,Cameron Payne,"['PHX', '7', '152', '23', '48', '0.479', '11', '27', '0.407', '0', '3', '0.0', '0', '14', '14', '20', '3', '2', '9', '15', '57', '2.22']"
2022-23,Playoffs,94,P.J. Tucker,"['PHI', '11', '294', '19', '51', '0.373', '14', '40', '0.35', '2', '3', '0.667', '18', '32', '50', '16', '13', '3', '5', '28', '54', '3.2']"
2022-23,Playoffs,95,Terance Mann,"['LAC', '5', '133', '19', '33', '0.576', '9', '19', '0.474', '6', '9', '0.667', '7', '9', '16', '11', '4', '1', '9', '17', '53', '1.22']"
2022-23,Playoffs,96,Xavier Tillman,"['MEM', '6', '183', '24', '45', '0.533', '1', '4', '0.25', '3', '5', '0.6', '17', '31', '48', '19', '4', '4', '4', '17', '52', '4.75']"
2022-23,Playoffs,97,Eric Gordon,"['LAC', '5', '149', '18', '44', '0.409', '10', '29', '0.345', '5', '6', '0.833', '1', '6', '7', '13', '3', '2', '4', '12', '51', '3.25']"
2022-23,Playoffs,97,Paul Reed,"['PHI', '11', '157', '22', '38', '0.579', '0', '0', '0.0', '7', '7', '1.0', '27', '33', '60', '7', '6', '4', '6', '15', '51', '1.17']"
2022-23,Playoffs,99,Clint Capela,"['ATL', '6', '151', '23', '38', '0.605', '0', '0', '0.0', '4', '6', '0.667', '15', '35', '50', '3', '6', '3', '4', '5', '50', '0.75']"
2022-23,Playoffs,99,Davion Mitchell,"['SAC', '7', '140', '19', '46', '0.413', '7', '27', '0.259', '5', '6', '0.833', '3', '6', '9', '12', '6', '1', '6', '7', '50', '2.0']"
2022-23,Playoffs,101,Evan Mobley,"['CLE', '5', '188', '22', '48', '0.458', '0', '1', '0.0', '5', '8', '0.625', '15', '35', '50', '10', '3', '6', '12', '13', '49', '0.83']"
2022-23,Playoffs,102,Bobby Portis,"['MIL', '5', '107', '20', '41', '0.488', '5', '18', '0.278', '3', '3', '1.0', '10', '31', '41', '6', '3', '2', '4', '15', '48', '1.5']"
2022-23,Playoffs,102,Georges Niang,"['PHI', '11', '157', '18', '36', '0.5', '12', '26', '0.462', '0', '0', '0.0', '0', '4', '4', '2', '0', '2', '5', '16', '48', '0.4']"
2022-23,Playoffs,102,Landry Shamet,"['PHX', '10', '184', '17', '45', '0.378', '11', '29', '0.379', '3', '4', '0.75', '3', '14', '17', '11', '2', '1', '4', '15', '48', '2.75']"
2022-23,Playoffs,102,Pat Connaughton,"['MIL', '4', '88', '17', '30', '0.567', '11', '23', '0.478', '3', '4', '0.75', '4', '16', '20', '7', '4', '1', '2', '10', '48', '3.5']"
2022-23,Playoffs,106,Jarrett Allen,"['CLE', '5', '191', '22', '36', '0.611', '0', '0', '0.0', '3', '6', '0.5', '15', '22', '37', '12', '4', '5', '3', '10', '47', '4.0']"
2022-23,Playoffs,107,Cody Zeller,"['MIA', '21', '174', '20', '35', '0.571', '0', '0', '0.0', '6', '15', '0.4', '11', '37', '48', '7', '2', '4', '13', '28', '46', '0.54']"
2022-23,Playoffs,107,Ivica Zubac,"['LAC', '5', '130', '17', '30', '0.567', '0', '0', '0.0', '12', '16', '0.75', '16', '32', '48', '3', '3', '1', '11', '8', '46', '0.27']"
2022-23,Playoffs,107,Quentin Grimes,"['NYK', '9', '242', '14', '46', '0.304', '9', '37', '0.243', '9', '11', '0.818', '3', '22', '25', '13', '9', '5', '10', '17', '46', '1.3']"
2022-23,Playoffs,107,Trey Lyles,"['SAC', '7', '118', '17', '40', '0.425', '9', '27', '0.333', '3', '5', '0.6', '9', '31', '40', '5', '2', '0', '3', '12', '46', '1.67']"
2022-23,Playoffs,111,Saddiq Bey,"['ATL', '6', '133', '15', '40', '0.375', '7', '18', '0.389', '8', '9', '0.889', '7', '17', '24', '6', '3', '0', '2', '3', '45', '3.0']"
2022-23,Playoffs,112,Bones Hyland,"['LAC', '5', '82', '15', '44', '0.341', '5', '20', '0.25', '8', '10', '0.8', '1', '3', '4', '4', '4', '1', '4', '9', '43', '1.0']"
2022-23,Playoffs,112,Jock Landale,"['PHX', '7', '113', '17', '27', '0.63', '0', '1', '0.0', '9', '14', '0.643', '10', '18', '28', '3', '3', '3', '2', '15', '43', '1.5']"
2022-23,Playoffs,114,Nic Claxton,"['BKN', '4', '117', '18', '25', '0.72', '0', '0', '0.0', '6', '10', '0.6', '5', '27', '32', '6', '1', '7', '3', '8', '42', '2.0']"
2022-23,Playoffs,114,Nickeil Alexander-Walker,"['MIN', '5', '148', '15', '35', '0.429', '10', '25', '0.4', '2', '3', '0.667', '1', '9', '10', '7', '3', '1', '4', '9', '42', '1.75']"
2022-23,Playoffs,116,Josh Okogie,"['PHX', '10', '175', '14', '37', '0.378', '2', '14', '0.143', '11', '13', '0.846', '12', '9', '21', '13', '6', '2', '3', '18', '41', '4.33']"
2022-23,Playoffs,116,Mason Plumlee,"['LAC', '5', '91', '14', '16', '0.875', '0', '0', '0.0', '13', '14', '0.929', '16', '18', '34', '9', '2', '2', '3', '15', '41', '3.0']"
2022-23,Playoffs,118,Santi Aldama,"['MEM', '6', '101', '15', '33', '0.455', '7', '15', '0.467', '2', '2', '1.0', '7', '19', '26', '7', '3', '0', '2', '5', '39', '3.5']"
2022-23,Playoffs,118,Taurean Prince,"['MIN', '5', '100', '12', '33', '0.364', '8', '21', '0.381', '7', '9', '0.778', '3', '4', '7', '4', '3', '1', '5', '9', '39', '0.8']"
2022-23,Playoffs,120,Luke Kennard,"['MEM', '5', '107', '12', '23', '0.522', '8', '16', '0.5', '4', '4', '1.0', '5', '15', '20', '7', '4', '0', '1', '8', '36', '7.0']"
2022-23,Playoffs,120,Onyeka Okongwu,"['ATL', '6', '131', '15', '25', '0.6', '1', '1', '1.0', '5', '10', '0.5', '19', '19', '38', '7', '2', '8', '7', '18', '36', '1.0']"
2022-23,Playoffs,122,Isaiah Hartenstein,"['NYK', '11', '220', '11', '23', '0.478', '0', '0', '0.0', '12', '16', '0.75', '23', '28', '51', '14', '9', '15', '5', '29', '34', '2.8']"
2022-23,Playoffs,122,Joe Ingles,"['MIL', '5', '89', '12', '23', '0.522', '10', '20', '0.5', '0', '0', '0.0', '1', '5', '6', '10', '3', '1', '6', '7', '34', '1.67']"
2022-23,Playoffs,122,Jonathan Kuminga,"['GSW', '10', '61', '13', '24', '0.542', '3', '7', '0.429', '5', '9', '0.556', '4', '5', '9', '5', '2', '0', '4', '5', '34', '1.25']"
2022-23,Playoffs,122,Kyle Anderson,"['MIN', '4', '104', '15', '30', '0.5', '2', '6', '0.333', '2', '2', '1.0', '3', '13', '16', '18', '7', '2', '6', '13', '34', '3.0']"
2022-23,Playoffs,126,Malik Beasley,"['LAL', '11', '91', '10', '34', '0.294', '7', '26', '0.269', '6', '6', '1.0', '3', '5', '8', '2', '1', '0', '2', '6', '33', '1.0']"
2022-23,Playoffs,127,Isaac Okoro,"['CLE', '5', '75', '11', '23', '0.478', '4', '13', '0.308', '6', '6', '1.0', '3', '4', '7', '4', '2', '2', '4', '10', '32', '1.0']"
2022-23,Playoffs,127,Payton Pritchard,"['BOS', '10', '57', '12', '22', '0.545', '4', '10', '0.4', '4', '5', '0.8', '0', '6', '6', '11', '1', '0', '5', '3', '32', '2.2']"
2022-23,Playoffs,129,Cedi Osman,"['CLE', '5', '93', '9', '25', '0.36', '6', '20', '0.3', '6', '9', '0.667', '1', '14', '15', '5', '2', '1', '5', '12', '30', '1.0']"
2022-23,Playoffs,129,Sam Hauser,"['BOS', '15', '104', '10', '29', '0.345', '8', '24', '0.333', '2', '2', '1.0', '5', '12', '17', '4', '1', '2', '0', '8', '30', '0.0']"
2022-23,Playoffs,131,Bismack Biyombo,"['PHX', '8', '78', '9', '16', '0.563', '0', '0', '0.0', '9', '18', '0.5', '10', '17', '27', '6', '0', '10', '6', '18', '27', '1.0']"
2022-23,Playoffs,131,Tyus Jones,"['MEM', '6', '120', '11', '36', '0.306', '3', '19', '0.158', '2', '3', '0.667', '3', '15', '18', '22', '8', '0', '8', '5', '27', '2.75']"
2022-23,Playoffs,133,Jalen Johnson,"['ATL', '6', '56', '10', '24', '0.417', '4', '11', '0.364', '2', '2', '1.0', '2', '13', '15', '8', '3', '0', '5', '5', '26', '1.6']"
2022-23,Playoffs,133,Marcus Morris Sr.,"['LAC', '3', '68', '10', '29', '0.345', '2', '12', '0.167', '4', '4', '1.0', '1', '11', '12', '0', '1', '1', '1', '6', '26', '0.0']"
2022-23,Playoffs,135,Dorian Finney-Smith,"['BKN', '4', '101', '9', '23', '0.391', '7', '17', '0.412', '0', '0', '0.0', '6', '12', '18', '3', '3', '2', '5', '7', '25', '0.6']"
2022-23,Playoffs,135,Seth Curry,"['BKN', '3', '58', '10', '19', '0.526', '3', '9', '0.333', '2', '3', '0.667', '0', '3', '3', '6', '0', '0', '1', '2', '25', '6.0']"
2022-23,Playoffs,137,Terence Davis,"['SAC', '4', '58', '8', '20', '0.4', '6', '17', '0.353', '2', '2', '1.0', '2', '7', '9', '6', '1', '0', '2', '12', '24', '3.0']"
2022-23,Playoffs,138,David Roddy,"['MEM', '6', '76', '8', '29', '0.276', '6', '20', '0.3', '1', '1', '1.0', '4', '13', '17', '4', '0', '2', '1', '6', '23', '4.0']"
2022-23,Playoffs,138,JaMychal Green,"['GSW', '7', '49', '9', '23', '0.391', '5', '18', '0.278', '0', '0', '0.0', '0', '5', '5', '3', '0', '1', '2', '10', '23', '1.5']"
2022-23,Playoffs,138,Victor Oladipo,"['MIA', '2', '45', '10', '19', '0.526', '2', '5', '0.4', '1', '3', '0.333', '1', '6', '7', '2', '2', '1', '2', '5', '23', '1.0']"
2022-23,Playoffs,141,Nicolas Batum,"['LAC', '5', '92', '8', '19', '0.421', '6', '17', '0.353', '0', '0', '0.0', '1', '10', '11', '6', '2', '2', '2', '10', '22', '3.0']"
2022-23,Playoffs,141,Terrence Ross,"['PHX', '6', '69', '8', '27', '0.296', '6', '22', '0.273', '0', '0', '0.0', '0', '8', '8', '1', '1', '2', '1', '6', '22', '1.0']"
2022-23,Playoffs,141,Troy Brown Jr.,"['LAL', '12', '124', '10', '28', '0.357', '2', '15', '0.133', '0', '0', '0.0', '4', '20', '24', '11', '2', '1', '0', '4', '22', '0.0']"
2022-23,Playoffs,144,Danuel House Jr.,"['PHI', '7', '42', '9', '21', '0.429', '1', '10', '0.1', '1', '1', '1.0', '0', '12', '12', '1', '0', '0', '1', '4', '20', '1.0']"
2022-23,Playoffs,144,Royce O'Neale,"['BKN', '4', '118', '7', '29', '0.241', '4', '22', '0.182', '2', '2', '1.0', '4', '13', '17', '14', '5', '1', '4', '11', '20', '3.5']"
2022-23,Playoffs,146,Alex Len,"['SAC', '7', '54', '7', '9', '0.778', '0', '0', '0.0', '5', '6', '0.833', '7', '13', '20', '1', '0', '3', '7', '15', '19', '0.14']"
2022-23,Playoffs,146,Jalen McDaniels,"['PHI', '8', '102', '8', '20', '0.4', '3', '9', '0.333', '0', '0', '0.0', '3', '13', '16', '5', '1', '0', '3', '8', '19', '1.67']"
2022-23,Playoffs,148,Damion Lee,"['PHX', '8', '89', '6', '20', '0.3', '3', '15', '0.2', '2', '2', '1.0', '4', '7', '11', '5', '2', '0', '1', '8', '17', '5.0']"
2022-23,Playoffs,148,Luke Kornet,"['BOS', '8', '32', '7', '8', '0.875', '1', '1', '1.0', '2', '2', '1.0', '5', '5', '10', '0', '0', '1', '0', '2', '17', '0.0']"
2022-23,Playoffs,150,Jaylen Nowell,"['MIN', '5', '62', '6', '26', '0.231', '3', '9', '0.333', '1', '2', '0.5', '4', '1', '5', '3', '0', '0', '2', '4', '16', '1.5']"
2022-23,Playoffs,150,T.J. Warren,"['PHX', '6', '81', '6', '19', '0.316', '1', '7', '0.143', '3', '4', '0.75', '2', '5', '7', '3', '1', '3', '1', '5', '16', '3.0']"
2022-23,Playoffs,152,Max Christie,"['LAL', '9', '33', '5', '10', '0.5', '1', '4', '0.25', '2', '4', '0.5', '1', '6', '7', '3', '0', '1', '0', '0', '13', '0.0']"
2022-23,Playoffs,153,Tyler Herro,"['MIA', '1', '19', '5', '9', '0.556', '2', '4', '0.5', '0', '0', '0.0', '0', '2', '2', '2', '0', '1', '1', '1', '12', '2.0']"
2022-23,Playoffs,153,Wesley Matthews,"['MIL', '2', '41', '4', '9', '0.444', '4', '7', '0.571', '0', '0', '0.0', '1', '2', '3', '1', '2', '1', '0', '3', '12', '0.0']"
2022-23,Playoffs,155,Tristan Thompson,"['LAL', '6', '32', '5', '11', '0.455', '0', '0', '0.0', '1', '5', '0.2', '4', '6', '10', '2', '0', '0', '1', '1', '11', '2.0']"
2022-23,Playoffs,156,Austin Rivers,"['MIN', '4', '46', '4', '8', '0.5', '2', '6', '0.333', '0', '0', '0.0', '1', '4', '5', '1', '1', '0', '1', '1', '10', '1.0']"
2022-23,Playoffs,156,Shaquille Harrison,"['LAL', '8', '28', '4', '7', '0.571', '1', '1', '1.0', '1', '2', '0.5', '0', '3', '3', '9', '2', '0', '0', '3', '10', '0.0']"
2022-23,Playoffs,156,Wenyen Gabriel,"['LAL', '10', '37', '4', '10', '0.4', '0', '0', '0.0', '2', '3', '0.667', '8', '1', '9', '0', '2', '3', '2', '8', '10', '0.0']"
2022-23,Playoffs,159,Jaden Springer,"['PHI', '4', '17', '4', '4', '1.0', '0', '0', '0.0', '1', '2', '0.5', '0', '0', '0', '0', '1', '0', '1', '2', '9', '0.0']"
2022-23,Playoffs,159,Mike Muscala,"['BOS', '6', '21', '2', '4', '0.5', '2', '4', '0.5', '3', '4', '0.75', '3', '1', '4', '1', '0', '0', '1', '1', '9', '1.0']"
2022-23,Playoffs,161,PJ Dozier,"['SAC', '3', '6', '3', '6', '0.5', '2', '4', '0.5', '0', '0', '0.0', '1', '1', '2', '0', '0', '0', '0', '0', '8', '0.0']"
2022-23,Playoffs,161,Robin Lopez,"['CLE', '2', '6', '3', '3', '1.0', '0', '0', '0.0', '2', '2', '1.0', '1', '0', '1', '0', '0', '0', '1', '2', '8', '0.0']"
